Followers,Ad_Spend,Estimated_Revenue,Engagement_Rate,Platform,Content_Type,Profitable
66318,3110.83,1825.46,0.052,Twitter,Video,No
492087,8043.37,9698.36,0.042,Instagram,Post,No
497013,3527.13,4205.79,0.116,Instagram,Post,No
322879,5077.23,3475.73,0.046,TikTok,Reel,No
644235,7498.43,18087.37,0.199,TikTok,Story,Yes
332593,1126.0,1356.04,0.165,Facebook,Image,Yes
733763,4758.33,3168.16,0.19,Twitter,Reel,No
17555,6904.04,16008.25,0.146,YouTube,Reel,Yes
99696,7046.96,6559.6,0.119,Facebook,Reel,No
537397,6994.73,18767.08,0.129,Instagram,Reel,Yes
863371,651.16,378.4,0.125,Twitter,Image,No
884194,7502.63,18521.3,0.123,Instagram,Post,Yes
740180,6075.96,15206.24,0.137,Instagram,Image,Yes
868461,8196.18,15540.96,0.053,Instagram,Video,No
574695,5700.85,10046.19,0.163,YouTube,Image,Yes
20816,4212.85,11520.98,0.196,TikTok,Reel,Yes
284707,8422.26,9372.42,0.102,Twitter,Video,No
950349,4171.43,5586.43,0.059,Instagram,Story,No
217486,6916.97,14222.05,0.156,Twitter,Video,Yes
167405,4744.12,5160.93,0.042,Twitter,Image,No
514317,5395.55,13776.08,0.155,YouTube,Video,Yes
13323,6527.36,4258.64,0.129,YouTube,Image,No
33966,4515.77,7299.54,0.093,Facebook,Image,Yes
217204,6833.41,10393.99,0.125,TikTok,Image,Yes
294199,2687.15,7392.43,0.069,Twitter,Post,No
345710,1199.53,1952.75,0.148,TikTok,Video,Yes
75460,5586.46,14252.44,0.036,Instagram,Video,No
976776,8150.12,8764.94,0.062,Facebook,Video,No
949027,9483.85,27355.43,0.071,TikTok,Image,Yes
569242,9438.02,27218.63,0.06,Facebook,Image,No
310550,6486.86,3993.9,0.155,TikTok,Story,No
953316,7178.52,8659.06,0.149,YouTube,Story,Yes
985860,7430.6,21334.38,0.114,Twitter,Video,Yes
390919,5924.31,12929.36,0.198,Twitter,Reel,Yes
737400,9911.46,18713.78,0.043,YouTube,Reel,No
616650,9956.63,15748.19,0.157,YouTube,Image,Yes
514758,3722.4,5428.67,0.156,Twitter,Post,Yes
616175,2971.91,4747.65,0.19,YouTube,Image,Yes
448600,6559.51,7074.64,0.152,Instagram,Reel,No
117739,2358.84,3462.7,0.187,Instagram,Video,Yes
996848,6791.34,8496.13,0.039,Facebook,Image,No
934334,941.2,2435.39,0.121,Instagram,Story,Yes
838860,6747.82,5992.42,0.142,Instagram,Reel,No
284028,8972.65,22390.2,0.013,Facebook,Video,No
114768,2344.91,6134.92,0.115,Instagram,Reel,Yes
127457,8427.82,6352.49,0.057,TikTok,Image,No
758582,5199.1,13770.86,0.195,Twitter,Reel,Yes
309974,4559.37,11143.75,0.167,Twitter,Image,Yes
918262,1205.21,659.77,0.084,Instagram,Story,No
139442,6225.0,6628.97,0.075,Twitter,Reel,No
912579,4403.11,9723.52,0.011,Twitter,Video,No
910711,1570.32,2458.87,0.186,TikTok,Post,Yes
844488,8440.32,4382.02,0.194,Twitter,Image,No
844441,4125.4,6234.68,0.103,Facebook,Video,Yes
738651,9253.25,10365.03,0.053,Instagram,Reel,No
533893,5369.23,2984.34,0.04,Instagram,Post,No
66725,7682.1,11379.19,0.196,Facebook,Video,Yes
930616,1992.98,2258.83,0.118,Instagram,Video,No
960125,4483.37,5200.24,0.166,TikTok,Reel,No
87795,7877.62,12344.78,0.054,YouTube,Story,No
292568,6062.23,15622.16,0.076,Instagram,Video,Yes
322909,9016.59,12106.74,0.195,TikTok,Image,Yes
722001,4428.0,4907.13,0.107,Twitter,Video,No
389076,4152.95,11853.86,0.057,TikTok,Image,No
110556,3650.75,9030.2,0.129,Twitter,Image,Yes
203332,4881.82,9429.44,0.158,Twitter,Story,Yes
953033,6618.16,18291.62,0.073,YouTube,Story,Yes
137668,4663.46,10885.22,0.178,Facebook,Video,Yes
868564,2124.11,1902.96,0.112,Facebook,Story,No
260178,9394.88,13210.69,0.026,Facebook,Story,No
418978,3047.02,7093.72,0.158,Facebook,Post,Yes
291374,2600.35,7634.52,0.1,TikTok,Reel,Yes
87672,3068.76,2835.42,0.049,Instagram,Post,No
956308,1665.45,2878.47,0.186,Twitter,Video,Yes
269508,8620.82,16539.21,0.012,Instagram,Image,No
250737,8577.37,14034.73,0.124,Twitter,Image,Yes
290220,8283.75,7235.06,0.162,YouTube,Post,No
604814,6501.41,18875.24,0.112,Instagram,Story,Yes
362652,1286.85,2739.54,0.199,Twitter,Reel,Yes
639418,9680.63,8180.88,0.051,YouTube,Video,No
629419,7394.37,9223.3,0.182,Instagram,Image,Yes
316507,878.75,1867.75,0.127,YouTube,Reel,Yes
870742,471.77,1149.76,0.155,Facebook,Story,Yes
859999,2509.1,2888.65,0.058,Facebook,Image,No
39578,2599.07,2013.99,0.023,YouTube,Image,No
274538,1208.15,2515.28,0.171,Twitter,Story,Yes
436564,2451.84,7055.84,0.107,Facebook,Post,Yes
246984,9315.35,18120.51,0.2,Twitter,Post,Yes
169785,2523.91,7476.79,0.076,Instagram,Post,Yes
521985,8677.63,17573.93,0.141,Instagram,Post,Yes
807608,5149.68,8421.35,0.109,YouTube,Video,Yes
502076,3166.32,5492.92,0.069,Facebook,Story,No
222439,9223.86,13751.94,0.012,YouTube,Image,No
647403,2760.93,7346.42,0.118,Instagram,Reel,Yes
144933,5695.01,12602.76,0.051,Twitter,Image,No
803673,6431.66,17366.41,0.016,Facebook,Story,No
480083,4902.05,13222.72,0.058,TikTok,Video,No
747760,6772.83,12761.24,0.01,TikTok,Story,No
981026,1526.94,3123.8,0.032,Facebook,Story,No
67985,1836.35,2519.11,0.095,Twitter,Reel,Yes
309877,126.74,250.02,0.19,TikTok,Post,Yes
299627,6511.07,7525.84,0.13,TikTok,Video,No
277993,1040.96,2218.64,0.08,Facebook,Reel,Yes
385073,8749.36,8931.83,0.089,Instagram,Story,No
147649,2669.55,2918.45,0.171,Facebook,Reel,No
765265,9112.43,17785.09,0.15,YouTube,Reel,Yes
3775,3665.3,3318.43,0.106,Twitter,Story,No
782817,8041.81,21658.21,0.12,Instagram,Reel,Yes
700774,8658.45,12986.62,0.079,YouTube,Story,Yes
270515,6071.57,12786.08,0.175,Facebook,Image,Yes
80973,7799.04,13623.97,0.11,Twitter,Reel,Yes
846474,4022.73,4171.37,0.026,Instagram,Video,No
438629,7358.21,16195.83,0.086,Facebook,Post,Yes
834731,8377.18,14387.28,0.114,TikTok,Reel,Yes
501741,2581.49,6421.05,0.053,Instagram,Video,No
476147,5763.55,5939.3,0.131,TikTok,Story,No
509433,338.91,276.61,0.029,YouTube,Post,No
385708,8968.96,12036.12,0.03,Instagram,Reel,No
790352,4056.03,9380.93,0.083,Instagram,Story,Yes
112715,4232.13,10176.64,0.095,Twitter,Reel,Yes
995013,868.2,1355.94,0.048,Facebook,Image,No
143180,5612.01,15827.83,0.018,Twitter,Video,No
269512,5865.72,14797.53,0.134,YouTube,Video,Yes
799009,3619.05,10406.49,0.084,Facebook,Video,Yes
85811,9295.16,4929.64,0.121,TikTok,Reel,No
493148,7176.63,7000.56,0.045,YouTube,Reel,No
504650,621.16,338.56,0.13,Facebook,Reel,No
184321,3572.3,5979.82,0.075,Instagram,Story,Yes
933443,8447.46,21780.36,0.168,TikTok,Reel,Yes
686328,3093.03,2322.61,0.182,TikTok,Story,No
173502,1380.87,3115.94,0.184,Facebook,Story,Yes
264579,1785.57,913.5,0.096,YouTube,Post,No
47850,6157.85,6880.92,0.094,Facebook,Story,No
825273,9537.83,6526.5,0.145,Instagram,Post,No
306505,7471.11,20916.28,0.08,TikTok,Story,Yes
194259,9257.27,13479.93,0.1,Facebook,Reel,Yes
930705,454.09,259.52,0.129,YouTube,Image,No
778089,4775.26,7252.84,0.159,YouTube,Image,Yes
946463,2310.82,6202.4,0.08,YouTube,Reel,Yes
548993,703.03,797.5,0.023,Twitter,Post,No
424966,5236.2,7771.9,0.046,Instagram,Post,No
200041,1839.15,2740.0,0.169,TikTok,Reel,Yes
762019,254.07,518.29,0.123,Instagram,Image,Yes
257695,5267.16,7510.47,0.119,TikTok,Image,Yes
525006,5227.28,5573.96,0.192,TikTok,Story,No
760785,8281.35,23936.55,0.089,Twitter,Video,Yes
907151,1076.98,1902.7,0.155,Twitter,Video,Yes
296866,4555.28,9427.97,0.161,Instagram,Video,Yes
984237,9697.96,15209.55,0.106,Twitter,Story,Yes
535638,1320.73,2271.07,0.179,Twitter,Post,Yes
322333,8696.14,21663.6,0.023,YouTube,Story,No
467872,2824.18,5710.52,0.089,TikTok,Video,Yes
790271,1102.53,1085.93,0.02,Instagram,Image,No
212810,3128.36,3169.66,0.174,TikTok,Reel,No
641053,7061.68,15915.61,0.014,YouTube,Video,No
357600,1034.54,2072.08,0.031,TikTok,Post,No
782738,3400.63,6350.02,0.137,Twitter,Story,Yes
891617,4919.6,7151.49,0.065,TikTok,Post,No
531430,7653.4,8170.4,0.127,Facebook,Video,No
200298,4731.84,12103.02,0.069,YouTube,Reel,No
516795,7285.95,7591.43,0.067,Facebook,Video,No
138888,7554.52,6397.5,0.028,Twitter,Video,No
16708,6576.78,13011.08,0.171,TikTok,Reel,Yes
864403,7108.02,5710.3,0.12,TikTok,Image,No
726753,3500.96,10179.43,0.027,Facebook,Post,No
425528,339.29,501.64,0.167,Twitter,Reel,Yes
404708,2887.3,2514.69,0.194,Instagram,Post,No
858263,1372.94,2186.71,0.136,YouTube,Post,Yes
559963,6465.83,18713.78,0.043,Twitter,Reel,No
41738,1087.66,1951.99,0.09,Facebook,Story,Yes
667165,1137.15,3263.2,0.135,YouTube,Reel,Yes
821483,7774.09,8313.3,0.127,Twitter,Video,No
229584,926.37,2305.73,0.073,Instagram,Reel,Yes
118322,6949.28,6581.55,0.077,Facebook,Video,No
178169,5861.41,3105.99,0.164,Instagram,Video,No
829533,8825.96,8676.02,0.125,TikTok,Reel,No
397452,1885.84,2215.37,0.102,YouTube,Post,No
341941,6345.43,16808.39,0.084,Facebook,Video,Yes
778022,9001.54,12162.15,0.016,Facebook,Post,No
76713,8360.85,24273.59,0.134,Instagram,Reel,Yes
447790,1890.1,1036.95,0.079,YouTube,Post,No
195824,7543.15,10782.21,0.01,Twitter,Story,No
639112,7669.97,20203.75,0.124,Facebook,Video,Yes
623334,5654.42,6696.76,0.156,YouTube,Story,No
148032,4101.5,8401.36,0.079,YouTube,Image,Yes
492036,2703.96,5675.2,0.181,TikTok,Video,Yes
861931,7711.79,6228.24,0.088,TikTok,Video,No
840385,1314.83,1347.56,0.139,YouTube,Video,No
469758,3706.42,6817.89,0.163,Facebook,Video,Yes
239404,6904.99,12083.39,0.183,Twitter,Image,Yes
605365,732.62,981.17,0.189,Instagram,Reel,Yes
446625,5875.56,10330.09,0.102,Twitter,Reel,Yes
473525,9490.35,7838.2,0.175,Facebook,Video,No
756612,8955.78,23769.46,0.055,Instagram,Image,No
488510,9611.21,21885.38,0.02,YouTube,Video,No
791666,7000.23,8169.65,0.158,TikTok,Post,No
629889,3357.87,10051.42,0.124,Instagram,Image,Yes
45036,6629.35,16454.56,0.025,Instagram,Image,No
145356,5824.36,15001.88,0.163,Instagram,Post,Yes
378844,4363.98,10662.76,0.119,YouTube,Story,Yes
428826,6511.93,9576.45,0.184,Instagram,Reel,Yes
253388,8991.36,21690.3,0.074,TikTok,Story,Yes
740644,7131.7,9571.26,0.024,Facebook,Image,No
700597,6123.0,9850.52,0.12,Facebook,Post,Yes
278948,8954.34,6717.51,0.083,Facebook,Image,No
226281,8087.06,22326.56,0.018,TikTok,Video,No
607217,6921.1,5856.18,0.059,Facebook,Image,No
523829,8874.68,14922.74,0.059,Twitter,Post,No
269854,3452.57,8951.38,0.042,Instagram,Image,No
157078,4781.85,3085.95,0.073,Facebook,Image,No
603875,859.56,1047.74,0.059,TikTok,Reel,No
402562,6649.49,4650.29,0.079,TikTok,Reel,No
956614,9260.35,18009.24,0.105,TikTok,Story,Yes
796600,785.38,609.01,0.18,TikTok,Reel,No
63507,4756.44,5147.63,0.126,TikTok,Story,No
500512,1441.4,1747.44,0.017,Instagram,Video,No
238199,1540.37,2924.41,0.101,Twitter,Post,Yes
234612,3762.29,2960.9,0.138,Twitter,Video,No
444066,452.49,690.12,0.099,YouTube,Post,Yes
156378,5113.06,6472.5,0.049,Twitter,Post,No
242531,8263.8,23378.3,0.13,Instagram,Post,Yes
287610,1155.31,1206.22,0.045,Facebook,Post,No
585570,2389.25,5863.56,0.158,Twitter,Image,Yes
351067,5706.49,6625.94,0.192,Instagram,Video,No
236796,9735.28,10544.92,0.175,Twitter,Story,No
307606,2667.9,4943.97,0.06,YouTube,Reel,No
428991,2368.93,4968.91,0.014,Twitter,Image,No
948609,2903.87,5163.13,0.183,Instagram,Story,Yes
597543,8079.23,21965.05,0.062,TikTok,Image,No
89422,7070.01,19013.39,0.147,Twitter,Image,Yes
3352,2233.15,1380.32,0.058,TikTok,Reel,No
428709,2527.02,4610.34,0.161,YouTube,Image,Yes
380413,8862.68,13874.63,0.152,Instagram,Video,Yes
524156,7630.73,20715.52,0.117,Facebook,Story,Yes
979582,1111.89,1970.54,0.125,TikTok,Post,Yes
15389,1085.53,671.25,0.097,Twitter,Reel,No
921836,9651.05,21685.35,0.139,Twitter,Post,Yes
118235,9210.7,18322.1,0.179,TikTok,Image,Yes
288139,1183.06,3385.07,0.143,TikTok,Image,Yes
572139,3629.12,5460.64,0.093,Instagram,Reel,Yes
266039,1421.34,1851.79,0.101,YouTube,Image,Yes
755651,5819.58,7454.85,0.185,Twitter,Video,Yes
20403,4876.47,10158.45,0.072,Facebook,Reel,Yes
624222,1765.31,4773.17,0.162,Facebook,Post,Yes
847090,8522.01,11589.42,0.085,Facebook,Post,Yes
423355,1969.81,3509.55,0.032,YouTube,Reel,No
657449,5684.86,8312.0,0.181,Facebook,Image,Yes
399499,8365.13,23703.48,0.171,Facebook,Post,Yes
521610,1544.01,3507.42,0.199,Twitter,Video,Yes
452442,6364.01,18713.08,0.03,Facebook,Story,No
611414,2278.94,6215.63,0.105,Instagram,Reel,Yes
499716,1469.0,2204.65,0.171,Facebook,Reel,Yes
60676,2713.36,1832.61,0.036,Twitter,Reel,No
784415,7993.63,12095.5,0.086,Facebook,Post,Yes
609148,7870.05,18048.87,0.161,YouTube,Story,Yes
281618,7979.54,14413.36,0.089,TikTok,Reel,Yes
435352,3228.91,2959.62,0.047,Instagram,Reel,No
181760,8094.61,14536.52,0.066,TikTok,Post,No
322898,7290.93,9921.39,0.035,TikTok,Story,No
177355,5359.55,7517.8,0.112,Facebook,Post,Yes
674984,4859.34,14373.83,0.019,Twitter,Story,No
582273,7141.53,6287.6,0.127,YouTube,Reel,No
631235,8031.52,5623.35,0.158,TikTok,Image,No
47250,1637.6,1697.84,0.11,YouTube,Story,No
635456,9126.74,6187.89,0.043,Twitter,Reel,No
788019,1824.42,2645.0,0.094,Twitter,Video,Yes
781427,6079.78,8277.84,0.107,Twitter,Reel,Yes
634316,958.76,2781.43,0.037,Instagram,Image,No
337326,4605.73,2561.33,0.161,TikTok,Reel,No
740629,9334.05,26999.12,0.189,Instagram,Image,Yes
188628,6928.93,8660.18,0.103,TikTok,Video,Yes
578880,3647.16,8219.83,0.065,YouTube,Story,No
241891,9753.18,6711.13,0.07,Facebook,Story,No
122172,5981.95,11396.57,0.165,Facebook,Story,Yes
949068,8253.54,17181.52,0.1,YouTube,Image,Yes
650150,1855.78,4588.83,0.104,Instagram,Video,Yes
970587,3928.29,9493.44,0.068,YouTube,Reel,No
300372,9298.45,20709.41,0.2,Instagram,Reel,Yes
138084,3174.71,1920.19,0.195,Facebook,Post,No
306628,2663.72,7581.06,0.018,TikTok,Reel,No
616937,4008.4,2889.04,0.181,TikTok,Video,No
949894,1367.36,3884.59,0.05,YouTube,Image,No
191920,468.09,1370.85,0.179,YouTube,Story,Yes
783381,1348.55,2553.09,0.068,Twitter,Post,No
258681,9961.28,22010.02,0.199,Facebook,Video,Yes
552238,1746.12,4074.43,0.031,TikTok,Image,No
35753,8692.84,13632.79,0.114,Instagram,Video,Yes
527492,2725.05,2818.98,0.025,Instagram,Video,No
143980,4303.85,9221.79,0.119,Facebook,Image,Yes
687840,8790.69,24119.45,0.173,Instagram,Image,Yes
695879,9756.84,23476.21,0.014,Instagram,Video,No
446563,7833.06,10097.56,0.034,Facebook,Video,No
788446,6995.82,3995.86,0.029,YouTube,Post,No
983599,3915.67,5586.32,0.033,TikTok,Video,No
826626,129.33,374.95,0.021,Instagram,Image,No
718221,3423.37,8709.15,0.198,Twitter,Image,Yes
78175,1153.04,1128.04,0.103,Instagram,Reel,No
273670,2188.18,5126.49,0.132,Twitter,Video,Yes
430725,2978.15,8463.21,0.048,YouTube,Story,No
372994,7549.48,10430.46,0.129,TikTok,Reel,Yes
536337,4951.4,11997.86,0.052,YouTube,Story,No
580074,3339.87,1997.4,0.162,Facebook,Image,No
119920,4380.59,12638.73,0.153,Instagram,Image,Yes
900187,2720.03,4519.16,0.046,Instagram,Story,No
537162,2398.63,1988.71,0.183,TikTok,Post,No
967920,1685.94,3676.38,0.182,Facebook,Post,Yes
858586,5322.45,6595.99,0.096,Twitter,Reel,Yes
874096,3499.2,5803.06,0.035,TikTok,Image,No
761592,1687.41,3650.41,0.17,Instagram,Image,Yes
540317,2236.78,2377.13,0.159,TikTok,Reel,No
607200,5668.87,13369.83,0.107,Facebook,Video,Yes
212655,6770.76,4093.99,0.047,YouTube,Post,No
924160,4257.39,3196.39,0.172,YouTube,Reel,No
756600,8240.52,6245.34,0.086,Instagram,Image,No
703461,1056.11,677.36,0.072,Facebook,Post,No
570667,420.0,1061.15,0.079,Facebook,Story,Yes
646194,9964.86,24854.97,0.069,Facebook,Reel,No
259930,2952.83,4031.38,0.057,Twitter,Video,No
721785,187.34,231.16,0.16,Instagram,Video,Yes
438785,4237.28,8289.53,0.051,YouTube,Image,No
620955,3325.72,9206.84,0.075,TikTok,Story,Yes
995170,5283.06,9424.68,0.138,TikTok,Image,Yes
862248,4721.43,10937.62,0.139,Twitter,Image,Yes
383736,5018.02,8003.94,0.014,Facebook,Reel,No
707291,1866.99,4065.81,0.023,YouTube,Story,No
521841,4104.74,11648.4,0.164,Facebook,Post,Yes
145931,9337.47,15139.65,0.111,TikTok,Reel,Yes
79537,5677.16,13873.98,0.106,YouTube,Video,Yes
735803,4205.85,7963.07,0.088,TikTok,Story,Yes
520385,3813.04,7838.86,0.137,Facebook,Reel,Yes
667246,9904.71,21320.46,0.121,Facebook,Reel,Yes
790177,9494.88,10187.64,0.177,Facebook,Reel,No
306273,8233.76,12645.27,0.125,TikTok,Story,Yes
485299,8991.65,25685.99,0.119,Instagram,Image,Yes
343962,6567.57,13978.6,0.172,Facebook,Video,Yes
875772,8998.27,5308.61,0.091,Instagram,Post,No
913826,2938.99,5472.52,0.138,Instagram,Story,Yes
199159,9481.3,21942.29,0.132,Facebook,Post,Yes
625773,8186.52,10529.86,0.042,Instagram,Video,No
987403,3436.33,4257.9,0.158,Instagram,Post,Yes
566148,6420.93,8882.26,0.046,YouTube,Post,No
781734,9459.13,18723.18,0.048,Facebook,Image,No
266470,6806.02,16750.64,0.132,Facebook,Post,Yes
378501,9693.47,28595.05,0.046,Facebook,Reel,No
990579,8866.69,7958.83,0.117,Twitter,Reel,No
524406,9427.21,21978.5,0.11,TikTok,Post,Yes
75553,8439.48,20694.14,0.15,Instagram,Image,Yes
939796,9386.92,11962.0,0.011,YouTube,Post,No
883799,9059.76,25756.79,0.034,Instagram,Video,No
74869,7900.62,22502.83,0.066,Twitter,Image,No
313250,339.64,331.05,0.192,TikTok,Video,No
527257,2778.17,2646.98,0.133,Twitter,Story,No
184062,6305.03,10444.01,0.111,Twitter,Image,Yes
478910,432.74,538.12,0.117,Facebook,Video,Yes
125040,7381.09,13898.16,0.145,TikTok,Post,Yes
33733,394.39,564.24,0.098,Facebook,Post,Yes
358792,8810.54,16172.16,0.048,Twitter,Image,No
878699,8201.18,7222.58,0.089,YouTube,Story,No
309112,1723.9,1482.07,0.042,YouTube,Image,No
730688,6770.25,12580.64,0.175,YouTube,Image,Yes
564044,5411.06,15646.23,0.017,YouTube,Post,No
366464,2584.77,1883.61,0.033,Facebook,Image,No
875506,9283.57,26227.23,0.196,YouTube,Image,Yes
930896,8257.45,8199.69,0.169,Twitter,Reel,No
155455,8890.23,13143.98,0.087,Instagram,Story,Yes
871678,7376.73,6798.22,0.108,Instagram,Story,No
563621,4510.23,7485.79,0.04,TikTok,Video,No
286622,3112.04,7006.85,0.168,Twitter,Video,Yes
24548,3530.76,5147.4,0.193,Twitter,Post,Yes
433206,712.43,1713.32,0.065,TikTok,Reel,No
99511,9898.39,6244.76,0.14,YouTube,Post,No
179936,5912.61,4426.66,0.045,Twitter,Video,No
490415,5210.69,12443.02,0.069,YouTube,Reel,No
764638,8167.18,10204.94,0.11,Facebook,Video,Yes
857636,7994.44,9545.7,0.12,TikTok,Video,No
726453,8527.45,17147.14,0.137,Facebook,Story,Yes
224068,6736.99,6461.51,0.082,Facebook,Image,No
708689,6390.74,9683.94,0.126,TikTok,Image,Yes
400384,3661.92,8463.8,0.08,Twitter,Story,Yes
200775,9767.25,23887.87,0.134,Facebook,Image,Yes
602234,4112.17,7895.7,0.065,YouTube,Story,No
163491,4276.12,5448.52,0.044,TikTok,Image,No
932011,9531.46,17138.74,0.045,Instagram,Reel,No
122863,7562.43,16203.37,0.191,Facebook,Story,Yes
379496,3518.12,2045.8,0.177,Instagram,Story,No
481488,8849.24,6385.53,0.04,TikTok,Image,No
74591,2537.75,4953.95,0.189,Instagram,Story,Yes
883470,4288.45,3893.17,0.048,Facebook,Post,No
680418,4911.84,8054.06,0.054,TikTok,Story,No
873388,5892.27,10287.28,0.017,YouTube,Story,No
728952,7754.36,10172.17,0.07,TikTok,Story,Yes
735042,4307.45,5721.47,0.083,YouTube,Story,Yes
162445,2755.99,6418.54,0.129,Instagram,Story,Yes
59871,3498.68,4303.09,0.058,Twitter,Post,No
529787,6347.39,17880.42,0.029,Instagram,Image,No
794072,2626.3,5002.16,0.172,YouTube,Story,Yes
689725,7219.86,19799.29,0.061,Facebook,Reel,No
574466,867.56,520.63,0.037,Twitter,Story,No
912643,2548.29,6592.59,0.134,YouTube,Video,Yes
907071,5586.52,16236.55,0.095,TikTok,Story,Yes
171824,9243.58,5814.17,0.056,YouTube,Image,No
552025,8435.64,22604.04,0.096,Facebook,Image,Yes
565485,1618.83,4401.85,0.031,Instagram,Reel,No
922134,7259.97,12913.02,0.077,Instagram,Image,Yes
504323,9681.22,22947.39,0.156,YouTube,Story,Yes
36954,3526.47,7615.65,0.154,Instagram,Reel,Yes
514622,7068.14,8843.14,0.171,Twitter,Story,Yes
138488,7122.04,19174.17,0.096,Twitter,Post,Yes
620064,1032.28,1400.45,0.098,Instagram,Image,Yes
690245,8950.13,25821.58,0.193,YouTube,Post,Yes
492072,2147.3,4767.22,0.195,Instagram,Reel,Yes
52226,7973.35,8991.95,0.07,Instagram,Video,No
711381,1005.0,2791.73,0.066,YouTube,Reel,No
645905,7932.03,21162.88,0.102,Twitter,Reel,Yes
560070,8681.19,5786.6,0.107,Twitter,Reel,No
814560,8587.55,13124.28,0.082,Instagram,Post,Yes
927352,8509.1,25402.42,0.182,Instagram,Post,Yes
51939,687.16,504.83,0.169,YouTube,Video,No
425127,3759.47,7236.45,0.113,Instagram,Story,Yes
883875,8557.15,20356.47,0.121,Twitter,Reel,Yes
520349,9422.17,22023.22,0.066,TikTok,Image,No
908533,9304.94,5163.56,0.186,Instagram,Reel,No
940111,1534.04,2521.76,0.187,YouTube,Story,Yes
196623,2842.75,6213.21,0.111,Instagram,Image,Yes
529423,2699.47,5735.53,0.17,Twitter,Story,Yes
272967,8545.97,14138.74,0.162,Instagram,Post,Yes
883894,9648.64,19302.17,0.16,Twitter,Image,Yes
546726,594.83,471.38,0.135,YouTube,Story,No
404561,583.34,1743.13,0.09,YouTube,Video,Yes
221184,4237.05,2443.29,0.058,YouTube,Story,No
202528,5967.74,15280.86,0.134,YouTube,Image,Yes
675619,4734.31,6686.91,0.122,YouTube,Image,Yes
93493,1776.39,4941.56,0.1,Facebook,Video,Yes
880989,4547.75,8974.41,0.064,Instagram,Post,No
796543,2282.34,5908.82,0.105,Facebook,Image,Yes
353621,482.79,361.52,0.083,Twitter,Story,No
618585,6493.53,18484.42,0.155,Instagram,Story,Yes
54072,5631.42,15805.67,0.171,TikTok,Post,Yes
235627,9338.93,18569.02,0.066,YouTube,Image,No
123402,2510.93,6849.3,0.072,Facebook,Post,Yes
179274,2135.65,3531.81,0.199,Instagram,Post,Yes
525628,9111.69,12249.19,0.027,Instagram,Reel,No
379336,778.22,851.6,0.143,Twitter,Video,No
64965,2135.16,1961.86,0.051,TikTok,Image,No
838437,621.93,1179.28,0.083,Twitter,Reel,Yes
590719,1552.34,1888.67,0.128,YouTube,Post,Yes
899332,3672.58,2007.17,0.171,Instagram,Story,No
278707,6129.39,7287.78,0.086,Facebook,Image,No
312442,8910.64,24336.2,0.151,TikTok,Reel,Yes
468927,1968.71,2548.65,0.054,Facebook,Story,No
760224,7461.66,9783.24,0.134,YouTube,Story,Yes
527486,4195.08,7137.7,0.165,Twitter,Reel,Yes
389422,1604.73,1836.65,0.11,Instagram,Image,No
549248,7023.91,8888.04,0.088,Twitter,Post,Yes
387601,1888.56,3207.77,0.063,YouTube,Story,No
497246,8254.97,4953.07,0.104,TikTok,Image,No
648534,4719.94,7027.27,0.154,Instagram,Story,Yes
656538,7642.77,7900.99,0.052,Twitter,Reel,No
151168,7980.05,18927.17,0.092,Instagram,Story,Yes
203053,7192.88,9551.73,0.022,Twitter,Video,No
583092,3456.04,2203.07,0.126,Instagram,Post,No
731023,6246.11,11080.62,0.016,Instagram,Video,No
791141,7313.51,9445.29,0.132,Instagram,Reel,Yes
252451,5194.16,6639.43,0.142,Twitter,Image,Yes
955884,1456.12,2162.2,0.122,Twitter,Post,Yes
327818,3947.46,3512.61,0.194,YouTube,Image,No
212837,1513.96,1394.96,0.138,YouTube,Image,No
365359,9599.98,6604.62,0.069,Twitter,Image,No
716232,2618.76,7266.64,0.137,TikTok,Image,Yes
463785,205.66,532.13,0.139,Instagram,Reel,Yes
775168,9031.54,10701.69,0.093,Instagram,Video,No
719316,2872.53,7666.66,0.145,TikTok,Post,Yes
547015,3156.98,3620.07,0.148,Instagram,Story,No
344567,2008.75,2934.42,0.066,Facebook,Image,No
40081,8785.37,18496.13,0.085,TikTok,Reel,Yes
345866,9455.56,24237.88,0.056,Instagram,Story,No
530525,6676.96,10027.03,0.166,YouTube,Video,Yes
895801,1775.79,906.03,0.147,Instagram,Story,No
26901,5224.34,14943.3,0.065,TikTok,Video,No
340208,9787.93,19934.23,0.146,Instagram,Image,Yes
293575,1849.89,3975.52,0.023,YouTube,Story,No
846038,3335.05,7143.48,0.034,TikTok,Post,No
269799,6837.55,9349.82,0.154,YouTube,Image,Yes
315877,1719.18,3608.76,0.037,YouTube,Reel,No
366890,641.46,1236.38,0.193,Twitter,Video,Yes
110079,9749.32,7452.66,0.159,Facebook,Video,No
378539,6755.56,13124.88,0.054,YouTube,Image,No
300770,5088.74,5377.45,0.145,Twitter,Story,No
67707,6287.77,11463.2,0.191,TikTok,Post,Yes
294459,1494.11,1735.05,0.052,Instagram,Post,No
917931,1553.29,1890.38,0.127,Twitter,Post,Yes
103974,3654.11,8811.48,0.12,Facebook,Video,Yes
479082,3614.45,4976.56,0.064,Twitter,Reel,No
557119,1450.02,3520.13,0.052,Instagram,Video,No
61272,7449.96,8683.45,0.015,YouTube,Video,No
421162,6488.78,11430.66,0.158,Facebook,Reel,Yes
767577,1804.76,5184.99,0.126,Facebook,Story,Yes
